2M++,2M++,"Cosmicflows-3 Distances","Cosmicflows-3 Distances","Cosmicflows-3 Distances","Cosmicflows-3 Distances"
pgc,Ks,Vcmb,Dist,Nd,RAJ,DeJ
%7s,%5.2f,%5d,%6.2f,%1d,%8s,%9s
---,mag,km/s,Mpc,,hms,damas
"The Catalogue of Principal Galaxies (PGC) Number","Apparent Ks 20 mag/as^2 isophote magnitude adjusted for cosmological surface brightness dimming, extinction, filter redshift response, and stellar evolution, as defined by Lavaux and Hudson","Velocity in Cosmic Microwave Background frame","Luminosity distance (weighted average if more than one source)","Number of distance sources","Right Ascension (J2000)","Declination (J2000)"
3081094,12.25,22192,,,,
3081097,12.26,15452,202.30,1,054947.4,-331709
3081098,12.39,20589,,,,
3081102,12.38,11068,,,,
3081104,12.04,10260,155.60,1,055109.5,-510244
3081111,11.74,7875,,,,
3081113,12.33,10094,,,,
3081116,10.76,2556,,,,
3081117,12.37,12098,,,,
3081121,11.91,13523,194.98,1,055243.1,-401342
3081127,12.44,14595,192.31,1,055413.9,-484836
3081128,12.16,15336,,,,
3081133,12.02,10073,,,,
3081137,11.45,11298,101.86,1,055615.6,-413950
3081138,12.23,13544,157.04,1,055616.0,-402358
3081142,,,133.66,1,055641.1,-363249
3081143,11.51,13267,,,,
3081145,11.81,10251,,,,
3081151,12.03,14866,,,,
3081154,,,254.68,1,060027.5,-585146
3081156,11.66,11789,,,,
3081157,11.83,9494,,,,
3081164,,,251.19,1,060304.5,-264415
3081165,11.99,12628,,,,
3081171,11.96,12677,149.28,1,060407.4,-125501
3081172,12.41,9186,,,,
3081174,,,128.23,1,060504.6,-263143
3081176,12.04,10545,,,,
3081179,12.36,10314,,,,
3081182,12.40,16598,,,,
3081185,11.87,10354,,,,
3081186,12.39,10457,,,,
3081191,,,102.33,1,061055.2,-095812
3081194,11.71,5777,,,,
3081197,12.30,12095,128.82,1,061244.4,-414735
3081201,,,194.98,1,061350.7,-361113
3081203,12.47,10418,,,,
3081205,11.77,8992,,,,
3081207,12.06,9184,,,,
3081209,12.08,9954,,,,
3081215,12.17,17559,,,,
3081221,12.01,10396,,,,
3081227,11.35,9622,,,,
3081229,12.40,9790,,,,
3081230,12.14,11353,,,,
3081236,12.03,16807,,,,
3081244,12.29,16714,,,,
3081245,12.43,21417,,,,
3081246,12.28,15758,161.44,1,062648.6,-555648
3081247,11.47,10775,,,,
3081249,11.93,14529,,,,
3081253,12.45,16242,,,,
3081255,12.23,15052,,,,
3081260,11.65,7254,,,,
3081261,12.39,7068,,,,
3081265,11.49,15846,210.86,1,062901.5,-563416
3081267,11.14,7402,,,,
3081268,12.04,10626,,,,
3081269,12.04,16047,,,,
3081276,12.43,4774,121.90,1,063124.8,-553730
3081280,12.18,9586,,,,
3081285,11.14,7956,147.91,1,063406.3,-351257
3081286,12.17,12950,199.53,1,063409.1,-362730
3081288,12.16,12689,162.18,1,063420.9,-275305
3081293,12.48,9757,,,,
3081303,12.12,5236,,,,
3081304,12.25,16959,,,,
3081307,12.25,7712,,,,
3081312,11.89,16741,,,,
3081313,12.47,13827,,,,
3081316,12.05,11955,132.43,1,064613.6,-612542
3081326,11.79,13349,,,,
3081328,12.10,11434,168.27,1,065111.0,-432107
3081329,11.39,11916,121.34,1,065115.7,-613424
3081330,12.02,11491,,,,
3081331,11.53,16578,,,,
3081333,12.24,11294,,,,
3081334,12.48,16042,,,,
3081335,12.26,7853,,,,
3081342,12.37,9480,,,,
3081347,12.31,13592,,,,
3081353,12.24,17316,,,,
3081354,11.22,10975,,,,
3081356,11.98,11509,,,,
3081357,12.19,12095,,,,
3081365,11.61,13362,,,,
3081373,11.93,13388,,,,
3081374,12.46,9669,,,,
3081379,12.17,10973,,,,
3081382,12.23,10855,,,,
3081385,12.03,13503,,,,
3081387,11.63,9583,,,,
3081388,11.58,9152,,,,
3081391,11.86,22176,,,,
3081397,,,143.22,1,072834.9,-505930
3081408,12.42,19417,,,,
3081418,10.65,6136,,,,
3081423,12.41,15253,,,,
3081426,12.36,12875,,,,
3081427,12.27,12691,,,,
3081430,12.26,15431,,,,
3081431,11.19,7063,61.94,1,080010.3,-095406
3081441,12.08,17304,,,,
3081448,11.36,14296,,,,
3081450,12.41,9465,,,,
3081453,12.08,10843,,,,
3081460,,,187.93,1,083502.2,-082013
3081464,12.43,21532,,,,
3081469,12.14,12527,,,,
3081471,12.18,17367,,,,
3081478,12.41,6138,,,,
3081480,11.09,12927,152.76,1,084640.8,-042656
3081487,12.38,5970,,,,
3081491,12.50,11943,,,,
3081494,12.01,15135,169.82,1,084820.4,-115343
3081495,12.24,7352,,,,
3081499,,,165.96,1,085148.0,-051026
3081500,11.21,7477,133.66,1,085213.6,-221943
3081507,12.21,17647,,,,
3081509,11.96,15707,151.36,1,085541.4,-121553
3081510,10.98,9803,102.80,1,085543.9,-263841
3081511,12.46,18372,,,,
3081513,11.79,13061,136.77,1,085602.1,-251747
3081514,12.06,3075,,,,
3081516,,,185.35,1,085615.3,-101135
3081517,11.62,18204,,,,
3081519,11.85,10058,,,,
3081521,12.03,18026,,,,
3081525,12.21,23743,,,,
3081529,11.00,7229,,,,
3081532,12.43,13878,,,,
3081533,12.37,9403,,,,
3081537,12.26,19020,,,,
3081538,12.23,11354,133.05,1,090512.9,-200842
3081545,12.38,18135,,,,
3081546,12.40,9280,,,,
3081548,,,229.09,1,090703.1,-202656
3081550,12.09,17659,,,,
3081551,12.33,16959,,,,
3081552,12.43,12684,,,,
3081554,12.00,18046,,,,
3081556,11.55,17013,,,,
3081558,12.18,21319,,,,
3081562,12.26,26330,,,,
3081564,12.05,10238,113.24,1,091426.0,-243508
3081568,12.12,19054,,,,
3081569,12.35,16862,,,,
3081570,12.07,9152,,,,
3081573,12.09,23457,,,,
3081574,12.16,16917,,,,
3081576,11.61,10356,,,,
3081583,12.41,13795,,,,
3081587,12.45,17124,,,,
3081591,12.10,19384,,,,
3081593,12.32,15699,,,,
3081596,11.81,6062,,,,
3081598,11.13,11003,100.46,1,092103.7,-201432
3081599,11.69,16683,,,,
3081601,11.89,5309,,,,
3081602,12.26,17006,,,,
3081609,12.18,11309,,,,
3081613,12.23,13043,128.23,1,092552.6,-315224
3081614,12.12,13824,,,,
3081617,12.36,12242,,,,
3081621,10.96,12380,,,,
3081623,12.11,5633,,,,
3081624,,,320.63,1,093620.7,-245338
3081625,12.05,13111,,,,
3081633,12.19,12349,,,,
3081636,11.73,23833,,,,
3081638,11.77,13035,172.98,1,094053.8,-360131
3081641,12.37,8998,,,,
3081644,12.22,15869,,,,
3081646,12.31,10124,,,,
3081654,12.11,10555,,,,
3081655,12.03,4575,,,,
3081656,12.12,6940,,,,
3081658,11.42,6131,91.20,1,095008.5,-050625
3081659,11.66,8935,107.15,1,095024.8,-215146
3081660,12.16,5813,,,,
3081664,11.91,9915,,,,
3081667,12.03,9549,,,,
3081668,12.43,9169,,,,
3081671,12.31,12762,,,,
3081674,12.42,10035,,,,
3081675,11.55,3895,,,,
3081677,12.22,9303,,,,
3081678,10.92,14820,,,,
3081683,12.47,9933,136.14,1,100325.0,-155800
3081687,12.03,12289,,,,
3081688,12.22,12517,,,,
3081690,12.37,9069,,,,
3081692,11.83,5927,,,,
3081697,12.10,12885,167.49,1,100659.3,-093726
3081702,12.33,4962,,,,
3081703,12.29,14689,,,,
3081704,11.82,13728,,,,
3081708,11.47,9047,83.56,1,101426.8,-172601
3081714,12.41,18096,,,,
3081717,11.42,16279,,,,
3081724,12.45,19149,,,,
3081728,11.60,9243,,,,
3081729,11.97,12928,,,,
3081730,12.14,17267,,,,
3081733,10.69,8458,,,,
3081736,12.17,21258,,,,
3081738,11.62,8811,,,,
3081741,11.91,17428,,,,
3081743,12.16,13105,,,,
3081744,,,281.84,1,102749.4,-144659
3081755,12.12,2221,,,,
3081757,11.27,3807,,,,
3081758,12.00,18068,,,,
3081764,12.33,18864,,,,
3081765,11.78,4551,,,,
3081766,11.57,6567,89.95,1,103548.5,-435425
3081767,12.31,7285,,,,
3081771,12.02,5634,,,,
3081777,12.47,12417,148.59,1,104613.0,-442925
3081779,11.63,13821,187.07,1,104823.8,-443758
3081781,11.63,4167,,,,
3081783,12.26,14617,,,,
3081786,11.60,7998,73.11,1,105648.3,-153534
3081789,12.47,22412,,,,
3081791,12.48,20666,,,,
3081792,12.03,9346,,,,
3081793,11.43,9184,,,,
3081797,12.02,5470,,,,
3081799,12.34,19439,,,,
3081800,12.28,22096,,,,
3081802,12.26,6694,,,,
3081804,12.31,17603,,,,
3081807,12.43,4138,,,,
3081808,12.21,19503,,,,
3081816,12.44,19437,,,,
3081820,12.44,19466,,,,
3081821,11.56,11972,,,,
3081825,11.99,10390,,,,
3081827,12.06,9804,,,,
3081830,11.81,3394,,,,
3081833,12.44,31936,,,,
3081839,12.30,3838,,,,
3081842,12.08,6660,,,,
3081844,12.13,11828,,,,
3081847,11.27,10501,,,,
3081848,12.35,18686,,,,
3081849,12.37,8915,,,,
3081850,12.02,8900,,,,
3081851,12.31,15176,,,,
3081853,12.03,25511,,,,
3081856,12.02,5291,,,,
3081861,11.66,5682,,,,
3081864,11.61,9553,,,,
3081865,11.71,18387,,,,
3081866,12.33,24787,,,,
3081869,12.39,7295,,,,
3081874,11.75,13410,172.98,1,113454.5,-432128
3081878,12.39,15561,,,,
3081881,12.18,6958,106.17,1,113751.7,-170256
3081885,12.02,19131,,,,
3081887,12.31,15464,158.49,1,114149.8,-152154
3081888,12.43,21331,,,,
3081891,11.92,9630,,,,
3081894,12.19,12363,,,,
3081896,12.35,7166,,,,
3081897,11.87,23581,,,,
3081898,12.42,6972,,,,
3081899,11.60,7018,88.72,1,114559.0,-171500
3081904,12.25,18987,,,,
3081907,12.47,17060,,,,
3081913,11.09,11320,,,,
3081915,12.06,12271,,,,
3081922,11.80,9309,124.74,1,114946.8,-155538
3081923,12.47,8494,,,,
3081929,11.61,11684,98.17,1,115154.7,-470117
3081930,12.48,12427,183.65,1,115200.0,-490247
3081935,12.27,6238,,,,
3081936,12.31,10761,,,,
3081937,12.15,19063,,,,
3081938,12.47,10496,,,,
3081940,12.32,8363,,,,
3081943,11.88,4800,,,,
3081946,12.41,10466,,,,
3081949,12.00,20594,,,,
3081950,10.81,8518,,,,
3081951,11.85,8576,,,,
3081952,12.35,10802,,,,
3081956,12.47,17728,,,,
3081959,12.48,18411,,,,
3081960,12.34,11721,,,,
3081961,11.80,8277,,,,
3081965,12.26,12781,,,,
3081967,12.14,21259,,,,
3081972,,,183.65,1,121131.2,-194701
3081979,12.29,15476,,,,
3081980,12.49,21809,,,,
3081991,12.29,20102,,,,
3081992,12.37,8420,,,,
3081994,12.40,24282,,,,
3081995,12.25,3495,,,,
3082000,11.85,15069,,,,
3082002,12.37,10223,,,,
3082003,11.79,13141,109.14,1,122353.4,-212402
3082005,12.30,7053,,,,
3082007,12.29,6530,,,,
3082012,12.35,4418,,,,
3082014,11.82,5662,82.79,1,122706.0,-472339
3082016,11.57,5585,,,,
3082028,12.01,7060,,,,
3082030,12.36,14243,,,,
3082031,12.02,22269,,,,
3082033,12.42,22000,,,,
3082034,12.19,13313,,,,
3082038,12.14,14719,,,,
3082041,11.43,9707,142.56,1,123949.4,-442324
3082043,11.67,13740,,,,
3082044,11.58,11223,113.24,1,124040.7,-085200
3082045,12.33,27856,,,,
3082048,11.97,6552,85.90,1,124201.6,-202436
3082054,12.12,7819,,,,
3082056,12.20,5989,,,,
3082057,11.90,14539,,,,
3082061,11.95,9515,141.25,1,124505.4,-430523
3082065,11.79,18340,,,,
3082067,12.16,9592,,,,
3082071,11.75,9162,,,,
3082073,11.92,7670,,,,
3082074,12.18,9386,,,,
3082077,12.14,8993,,,,
3082079,12.03,12122,154.17,1,125012.1,-194947
3082082,11.90,8042,,,,
3082085,,,239.88,1,125104.1,-195943
3082086,11.98,3557,,,,
3082087,12.10,13480,,,,
3082089,12.49,18739,,,,
3082092,12.25,14366,,,,
3082093,12.06,12257,,,,
3082098,12.14,9021,,,,
3082100,12.33,6598,,,,
3082101,11.70,13478,150.66,1,125912.3,-192543
3082102,12.46,7345,,,,
3082106,11.58,14822,,,,
3082107,12.20,14212,248.89,1,125927.4,-192028
3082109,12.12,14237,111.69,1,125935.3,-183235
3082110,12.50,14855,,,,
3082111,12.31,29426,,,,
3082113,12.38,9452,126.47,1,125959.9,-222402
3082115,12.02,8742,,,,
3082117,11.57,16715,,,,
3082118,11.46,7021,,,,
3082119,11.43,9405,78.34,1,130151.0,-434248
3082123,12.05,12150,,,,
3082126,11.73,14222,113.24,1,130337.2,-235507
3082128,12.23,4018,,,,
3082129,11.79,14560,172.98,1,130348.8,-194616
3082131,11.35,13785,,,,
3082133,12.37,21981,,,,
3082137,12.37,7188,,,,
3082139,12.10,13817,202.30,1,130439.6,-221143
3082141,12.32,3420,,,,
3082142,12.29,14185,,,,
3082149,12.15,14119,,,,
3082150,11.49,11206,,,,
3082151,11.93,5109,,,,
3082152,10.82,3899,,,,
3082153,12.27,3296,,,,
3082156,12.33,11124,,,,
3082160,11.88,10034,,,,
3082162,11.30,9882,,,,
3082166,11.71,10153,,,,
3082169,12.16,13828,,,,
3082173,12.38,12038,,,,
3082179,11.81,14858,,,,
3082184,12.48,10806,,,,
3082185,11.81,14018,,,,
3082186,12.07,13859,,,,
3082187,11.94,13773,,,,
3082189,12.22,14436,,,,
3082190,11.98,14240,,,,
3082191,11.80,7185,,,,
3082192,12.43,6744,,,,
3082193,12.48,14417,,,,
3082195,12.48,8941,,,,
3082197,12.44,17286,,,,
3082199,12.25,13400,,,,
3082200,11.67,7080,,,,
3082202,12.07,4616,,,,
3082207,12.09,15856,137.40,1,132135.9,-422301
3082209,12.07,11881,161.44,1,132146.8,-414407
3082214,11.65,7827,,,,
3082215,12.31,15473,,,,
3082218,12.29,15497,,,,
3082219,12.48,15055,,,,
3082220,12.48,15688,,,,
3082221,11.53,10874,84.33,1,132322.2,-441553
3082224,11.83,17587,,,,
3082225,12.43,17583,,,,
3082228,12.01,14186,177.01,1,132519.9,-092440
3082231,12.27,13066,,,,
3082232,11.20,13801,167.49,1,132722.5,-252346
3082233,11.42,13421,,,,
3082234,11.97,12605,,,,
3082235,11.99,5727,,,,
3082236,12.48,14336,,,,
3082237,12.28,14537,,,,
3082239,11.89,14042,,,,
3082240,12.39,13867,128.23,1,132814.7,-243701
3082241,12.48,14147,142.56,1,132821.5,-252835
3082243,12.46,8763,,,,
3082245,11.69,13157,,,,
3082248,12.49,13085,,,,
3082250,12.35,10151,,,,
3082254,12.24,10877,,,,
3082255,12.45,15548,,,,
3082256,12.29,11111,,,,
3082267,12.17,11164,,,,
3082268,11.80,13622,121.90,1,133352.7,-330051
3082269,12.13,16726,,,,
3082270,12.15,8027,,,,
3082275,12.26,14983,,,,
3082277,12.03,15667,,,,
3082279,12.48,13121,,,,
3082284,11.86,4369,,,,
3082288,11.58,9481,,,,
3082292,11.51,14010,177.01,1,133715.3,-481801
3082293,11.28,15451,,,,
3082296,12.43,15375,,,,
3082297,12.41,18061,,,,
3082301,12.38,14519,,,,
3082304,12.48,20729,,,,
3082306,12.00,12169,,,,
3082307,12.32,7158,,,,
3082309,11.89,15176,,,,
3082312,11.38,11975,,,,
3082323,11.78,7056,,,,
3082324,11.70,10109,,,,
3082326,11.93,15162,203.24,1,134234.0,-400654
3082329,12.44,4319,,,,
3082330,11.97,8021,133.66,1,134333.6,-432611
3082331,12.11,17640,,,,
3082334,11.95,8021,,,,
3082337,11.90,14256,172.19,1,134442.2,-380610
3082340,11.37,11732,,,,
3082343,12.08,11615,,,,
3082345,11.95,11227,,,,
3082348,12.33,10698,,,,
3082349,12.28,10510,,,,
3082351,12.19,11327,,,,
3082355,11.93,12005,,,,
3082357,12.05,10484,107.15,1,135026.0,-375525
3082359,12.23,15748,,,,
3082360,12.48,7153,,,,
3082361,12.44,15146,,,,
3082366,11.85,15648,,,,
3082367,,,228.03,1,135201.2,-440908
3082370,11.80,11378,196.79,1,135238.6,-325316
3082371,12.00,15088,,,,
3082373,11.52,5376,,,,
3082374,12.23,5013,,,,
3082383,12.03,10518,,,,
3082390,12.48,13750,,,,
3082393,12.30,10276,216.77,1,140057.7,-211534
3082402,11.32,22886,,,,
3082403,12.37,11030,,,,
3082407,11.77,10575,110.66,1,140509.7,-324551
3082408,11.71,7135,,,,
3082411,12.35,7658,,,,
3082414,12.22,11122,,,,
3082420,12.33,5642,,,,
3082431,12.05,15860,224.91,1,141335.8,-453411
3082432,12.35,11473,,,,
3082433,12.28,11453,,,,
3082435,11.67,6143,,,,
3082437,12.50,4555,160.69,1,141626.6,-482121
3082443,12.10,6291,,,,
3082444,12.39,19298,,,,
3082445,12.19,21164,,,,
3082451,12.05,12447,,,,
3082454,12.42,10870,,,,
3082458,12.12,8004,,,,
3082465,12.19,19376,,,,
3082468,12.12,6671,124.17,1,142503.1,-444934
3082475,11.53,7892,,,,
3082478,12.18,7482,,,,
3082479,12.44,11539,168.27,1,142834.3,-294621
3082482,12.35,11658,,,,
3082488,12.16,11928,217.77,1,143320.1,-334439
3082491,12.23,19177,,,,
3082492,11.48,20879,,,,
3082493,12.07,19352,,,,
3082496,11.98,15584,,,,
3082497,12.43,23227,,,,
3082498,11.88,23573,,,,
3082504,12.13,24980,,,,
3082509,12.43,19299,,,,
3082512,,,235.50,1,144028.8,-292648
3082514,11.96,10336,,,,
3082515,11.72,15664,,,,
3082516,12.06,15664,,,,
3082517,12.08,18020,,,,
3082519,11.84,7622,135.52,1,144149.7,-364559
3082520,12.03,11974,145.21,1,144209.3,-352657
3082521,12.08,16235,,,,
3082522,12.15,20016,,,,
3082525,11.69,18583,,,,
3082529,12.26,8321,,,,
3082534,12.40,12098,,,,
3082540,12.31,20674,,,,
3082544,11.93,16430,,,,
3082545,12.19,11702,,,,
3082546,12.42,10130,,,,
3082549,12.25,16438,,,,
3082550,12.06,21873,,,,
3082551,11.34,10351,,,,
3082552,12.45,4660,,,,
3082553,,,187.93,1,145401.9,-423657
3082555,12.29,12155,,,,
3082557,12.06,16938,,,,
3082559,12.19,6956,,,,
3082561,12.46,7849,,,,
3082562,11.56,10824,,,,
3082563,11.75,16113,123.59,1,145545.7,-394602
3082564,11.06,6445,76.21,1,145717.2,-372757
3082565,12.26,6427,,,,
3082566,11.71,5049,,,,
3082567,12.47,11935,,,,
3082571,12.33,17584,,,,
3082572,11.75,11564,99.08,1,150334.1,-220608
3082575,12.49,22131,,,,
3082576,12.34,14058,,,,
3082579,11.70,6406,,,,
3082580,11.03,7834,101.86,1,150553.4,-140909
3082581,11.97,7567,,,,
3082582,12.42,11771,,,,
3082583,12.26,5162,,,,
3082584,11.61,7418,107.65,1,150720.5,-383542
3082585,,,154.17,1,150721.3,-383630
3082586,12.07,14402,,,,
3082590,11.85,19981,,,,
3082591,12.23,7717,,,,
3082593,11.87,16553,,,,
3082594,11.82,12009,,,,
3082597,12.28,7545,,,,
3082600,11.88,9030,,,,
3082606,12.35,6117,,,,
3082608,12.40,7301,,,,
3082609,11.99,7519,100.93,1,153027.5,-201147
3082611,11.39,21133,,,,
3082616,12.37,11210,,,,
3082618,12.45,19147,,,,
3082629,12.13,14314,,,,
3082636,11.78,27362,,,,
3082639,12.18,8573,161.44,1,160948.9,-041133
3082641,12.13,13329,,,,
3082642,11.94,7622,,,,
3082647,11.93,9595,132.43,1,161347.4,-210054
3082648,11.82,11542,,,,
3082649,11.18,8045,,,,
3082651,12.34,18675,,,,
3082652,11.16,16722,,,,
3082656,12.38,21571,,,,
3082657,11.38,4431,,,,
3082660,12.47,8437,,,,
3082662,10.80,8311,,,,
3082665,11.80,12988,,,,
3082666,11.61,8458,,,,
3082667,12.30,19165,,,,
3082668,11.57,8352,,,,
3082670,12.16,12132,,,,
3082671,11.70,7906,,,,
3082672,11.44,8277,,,,
3082674,11.60,11951,,,,
3082676,11.05,8288,102.80,1,163356.9,-102142
3082677,11.45,8208,,,,
3082679,11.78,16082,,,,
3082680,11.47,17877,,,,
3082683,11.51,8318,128.82,1,164440.0,-154055
3082684,11.92,8100,,,,
3082685,11.59,8100,,,,
3082686,10.55,8100,,,,
3082692,11.28,8340,129.42,1,165120.1,-144439
3082696,11.49,21026,,,,
3082701,10.88,7511,,,,
3082702,11.31,8047,,,,
3082703,11.95,6556,,,,
3082704,11.96,8190,119.12,1,172952.0,-113548
3082705,,,292.42,1,174834.3,-642921
3082706,11.91,15878,,,,
3082712,12.16,12869,139.32,1,180834.9,-664402
3082714,11.38,4773,,,,
3082715,12.19,9988,,,,
3082717,11.93,4395,,,,
3082718,11.68,3989,,,,
3082721,12.24,16765,,,,
3082723,,,180.30,1,184448.4,-761840
3082725,12.34,5946,,,,
3082726,12.35,19088,,,,
3082731,11.47,17126,,,,
3082734,11.77,16843,,,,
3082737,12.03,17784,,,,
3082739,12.22,5219,,,,
3082741,12.22,16963,,,,
3082745,12.25,13706,,,,
3082748,12.39,16530,,,,
3082752,11.98,5076,,,,
3082756,12.06,5358,,,,
3082775,11.34,11933,,,,
3082776,12.40,25393,,,,
3082778,11.40,7157,,,,
3082782,12.25,17632,,,,
3082783,11.64,12110,,,,
3082786,12.42,13895,,,,
3082794,12.30,14226,199.53,1,193959.9,-223810
3082798,12.40,29457,,,,
3082802,11.69,5539,,,,
3082806,12.06,6254,,,,
3082808,11.17,6254,,,,
3082809,11.31,10804,,,,
3082810,11.85,6365,97.27,1,194939.0,-225441
3082811,12.05,13431,136.14,1,194944.2,-093736
3082827,11.05,6777,,,,
3082837,12.24,16960,,,,
3082840,12.29,16932,,,,
3082843,12.19,9938,,,,
3082844,12.11,9923,,,,
3082846,12.39,27007,,,,
3082847,12.40,5314,,,,
3082851,12.18,16160,,,,
3082854,12.37,24704,,,,
3082858,12.40,13517,,,,
3082860,12.37,15359,,,,
3082863,11.26,10323,130.62,1,200437.8,-184925
3082865,12.16,16434,,,,
3082872,12.18,12082,,,,
3082873,11.92,5560,,,,
3082874,12.23,10124,,,,
3082882,10.93,9374,,,,
3082885,11.69,5564,,,,
3082897,,,223.87,1,201215.3,-003206
3082909,,,185.35,1,201551.5,-442615
3082910,12.46,16456,,,,
3082911,12.29,19866,,,,
3082918,12.22,12744,,,,
3082922,12.36,14635,,,,
3082924,12.47,14630,,,,
3082925,11.79,9348,,,,
3082929,12.37,14890,138.04,1,202243.3,-525903
3082930,12.40,16699,,,,
3082939,12.09,9067,,,,
3082941,12.07,7851,,,,
3082943,11.67,5391,116.41,1,202425.5,-070419
3082946,12.02,16092,,,,
3082947,12.16,16092,,,,
3082950,12.30,15200,,,,
3082952,12.50,12537,,,,
3082955,10.73,7769,67.30,1,203204.8,-195949
3082956,11.80,5674,,,,
3082957,12.29,9158,,,,
3082959,11.39,16045,,,,
3082960,12.12,5453,,,,
3082961,12.25,17267,,,,
3082962,11.39,10700,,,,
3082971,12.48,18783,,,,
3082973,12.23,14540,147.23,1,203807.7,-513420
3082974,,,184.50,1,203814.1,-155616
3082975,11.85,7294,120.78,1,203857.1,-224412
3082976,12.31,10903,,,,
3082981,12.24,11648,,,,
3082983,12.27,21647,,,,
3082984,,,181.13,1,204300.8,-481900
3082985,12.40,10748,,,,
3082989,12.34,14511,198.61,1,204340.5,-511335
3082990,11.84,28150,,,,
3082997,,,184.50,1,204444.6,-441216
3082999,12.22,11951,123.03,1,204451.4,-541434
3083000,12.13,13176,,,,
3083008,12.25,10711,216.77,1,205007.9,-113024
3083009,11.45,7648,,,,
3083011,12.05,5642,,,,
3083018,12.20,7948,,,,
3083020,11.84,8340,,,,
3083024,,,145.88,1,205549.7,-540810
3083025,12.09,8035,,,,
3083027,12.11,14475,188.80,1,205559.5,-431954
3083033,12.39,9257,,,,
3083038,11.22,8006,,,,
3083042,12.24,8119,,,,
3083046,11.71,8717,82.79,1,205825.3,-152744
3083048,12.22,8286,,,,
3083052,12.03,11803,233.35,1,210019.1,-331546
3083053,,,209.89,1,210036.0,-380906
3083057,11.80,10295,,,,
3083063,12.10,19049,,,,
3083065,12.39,16781,,,,
3083077,,,175.39,1,210413.3,-600250
3083087,12.46,10495,,,,
3083094,11.37,16532,,,,
3083101,12.28,12787,,,,
3083105,12.12,17933,,,,
3083108,12.26,23486,,,,
3083110,11.25,8189,110.66,1,211000.9,-140441
3083115,11.95,14090,176.20,1,211029.0,-085700
3083116,12.34,11535,,,,
3083118,12.07,12316,,,,
3083123,,,210.86,1,211228.4,-051707
3083125,11.70,11556,,,,
3083126,12.40,10848,,,,
3083128,12.49,19316,,,,
3083130,12.18,8105,,,,
3083134,11.30,8709,,,,
3083138,12.05,8309,,,,
3083140,12.29,16104,,,,
3083144,12.29,9139,153.46,1,211906.7,-214155
3083145,11.85,8729,112.72,1,211918.7,-061441
3083147,11.98,7953,108.14,1,211925.9,-064530
3083150,12.29,12204,146.55,1,211947.5,-684744
3083152,12.28,8179,77.27,1,212000.3,-050746
3083153,12.05,7877,,,,
3083155,12.37,8467,,,,
3083156,11.86,8829,,,,
3083160,12.31,20221,,,,
3083164,12.19,18988,,,,
3083167,12.35,7651,,,,
3083168,11.88,6599,133.05,1,212553.5,-095146
3083170,12.29,26109,,,,
3083177,10.99,5220,,,,
3083180,,,148.59,1,213424.2,-194033
3083182,12.41,28121,,,,
3083189,11.71,17633,,,,
3083194,12.27,29266,,,,
3083203,12.02,15739,,,,
3083208,12.39,23588,,,,
3083213,12.48,12023,,,,
3083229,12.50,7810,,,,
3083231,12.48,10897,,,,
3083237,,,291.07,1,222336.4,-545238
3083238,11.74,10037,,,,
3083239,12.10,15477,,,,
3083241,12.11,7168,100.46,1,223048.9,-184255
3083244,12.47,16714,,,,
3083254,12.11,17642,,,,
3083260,12.35,4095,,,,
3083269,12.12,9985,143.88,1,225925.2,-692949
3083273,12.19,8659,,,,
3083281,11.94,23390,,,,
3083285,12.48,24998,,,,
3083328,12.03,8735,,,,
3083330,11.88,5537,,,,
3083331,12.01,17726,,,,
3083333,11.99,6727,88.72,1,235417.0,-420956
3083343,12.44,14941,,,,
3083344,11.82,8694,,,,
3083347,12.34,3853,,,,
3083348,11.28,8226,,,,
3083349,12.12,9093,114.82,1,201555.7,-441849
3084707,11.63,7845,,,,
3084708,11.93,9145,,,,
3084709,12.41,8688,,,,
3084737,10.72,9711,,,,
3084744,12.27,21599,,,,
3084747,11.77,21561,,,,
3084749,12.26,11437,,,,
3084875,10.81,11115,,,,
3084878,11.00,10611,,,,
3084892,12.18,13831,,,,
3084908,11.61,16888,,,,
3084924,11.81,8775,,,,
3084926,11.84,9733,,,,
3084927,12.00,6449,,,,
3084941,12.00,15916,156.31,1,172058.5,-651203
3084944,12.45,13580,221.82,1,222202.4,-625233
3085099,10.68,5989,,,,
3085139,11.75,12691,,,,
3085248,11.78,15757,,,,
3085268,12.31,20355,,,,
3085300,11.67,5739,,,,
3085368,11.16,5512,,,,
3085370,,,254.68,1,100943.9,-390450
3085371,,,157.76,1,100944.8,-434653
3085373,11.96,5582,86.70,1,100948.6,-403352
3085393,12.49,17964,,,,
3085408,12.33,16652,,,,
3085415,12.36,12337,,,,
3085421,12.21,15762,,,,
3085455,12.38,17826,,,,
3085475,12.35,17623,,,,
3085501,12.33,4749,,,,
3085503,12.35,18365,,,,
3085551,,,193.20,1,122405.1,-500233
3085560,12.31,7639,,,,
3085562,11.23,14040,118.03,1,133429.2,-730150
3085571,11.70,7696,,,,
3085593,12.38,27175,,,,
3085603,12.25,11282,,,,
3085612,12.46,17051,,,,
3085628,12.01,9849,169.04,1,151714.7,-445257
3085645,12.01,10087,,,,
3085652,11.95,11431,,,,
3085669,11.34,7393,,,,
3085671,10.57,10717,,,,
3085673,12.46,13285,,,,
3085674,12.46,8071,,,,
3085679,11.53,12037,,,,
3085683,12.05,7443,,,,
